image_path,filename,simulation_set,orientation,case_norm,plot,truth_PAI,truth_LAI,truth_Clumping,truth_sim_id
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 056/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 056,Plot04,2.07,1.5,1.0,56
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 056/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 056,Plot04,2.07,1.5,1.0,56
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 056/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 056,Plot04,2.07,1.5,1.0,56
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 056/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 056,Plot04,2.07,1.5,1.0,56
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 056/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 056,Plot04,2.07,1.5,1.0,56
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 055/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 055,Plot04,3.99,3.4,1.0,55
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 054/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 054,Plot04,5.44,4.75,1.0,54
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 053/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 053,Plot04,2.0,2.0,1.0,53
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 052/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 052,Plot04,2.98,2.9,0.9738562091503268,52
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 051/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 051,Plot04,3.02,2.9,0.961783439490446,51
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 050/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 050,Plot04,3.1,2.9,0.9393939393939392,50
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 049/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 049,Plot04,3.1,2.9,0.9393939393939392,49
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 048/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 048,Plot04,3.0,3.0,1.0,48
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 047/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 047,Plot04,3.0,3.0,1.0,47
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 046/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 046,Plot04,4.79,4.5,0.9429133858267716,46
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 045/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 045,Plot04,4.79,4.5,1.0,45
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 044/Plot04/test49.png,test49.png,DHP - ERECT - 4000x4000,ERECT,Case 044,Plot04,4.79,4.5,1.0,44
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test40.png,test40.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test41.png,test41.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test42.png,test42.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test43.png,test43.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test44.png,test44.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test45.png,test45.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test46.png,test46.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test47.png,test47.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
Simulations/DHP - ERECT - 4000x4000/DHP - ERECT - 4000x4000/Case 043/Plot04/test48.png,test48.png,DHP - ERECT - 4000x4000,ERECT,Case 043,Plot04,5.32,4.75,1.0,43
